id,firstname,lastname,faculty,year_of_birth,year_of_admission,idnp
2961,Raina,Quent,Informatics,1995,2014,5273993813232
2962,Antonietta,Hermes,Informatics,2004,2022,6546801786766
2963,Isa,Nisbet,Mathematics,1997,2017,8618718413301
2964,Lelah,Latini,Physics,2002,2015,3725285504910
2965,Dolli,Richers,Informatics,2003,2021,8035794676052
2966,Addia,Hathaway,Physics,1999,2018,4188978118486
2967,Anestassia,Kazimir,Mathematics,1998,2021,7998612977583
2968,Sandie,Beniamino,Informatics,1995,2019,7669029384270
2969,Nannie,Gordon,Mathematics,1995,2022,8126800954631
2970,Jacenta,Daegal,Mathematics,2004,2016,3219381119419
2971,Karly,Jobi,Chemistry,1998,2015,6202350761755
2972,Allis,Rad,Mathematics,1997,2018,6425880652154
2973,Gusella,Barney,Chemistry,2001,2014,8112866441373
2974,Sherrie,Hanleigh,Mathematics,2001,2015,2900986559681
2975,Hermione,Hillel,Mathematics,1998,2019,6514821688827
2976,Lelah,Riordan,Mathematics,2004,2018,4750092957766
2977,Millie,Tamar,Physics,1995,2018,3181631212301
2978,Raf,Horan,Mathematics,2003,2020,4153098454465
2979,Bernardine,Hilbert,Informatics,1996,2019,8530294073454
2980,Steffane,Aurelio,Informatics,1999,2020,2209305476434
2981,Tamqrah,Giule,Informatics,2000,2023,4443644252600
2982,Norine,Louanna,Physics,2001,2016,7925628191008
2983,Blinni,Ioab,Informatics,2001,2019,3938223183149
2984,Raf,Brackely,Mathematics,1997,2021,2079148601934
2985,Micheline,Brotherson,Physics,1998,2014,6187990363041
2986,Constance,Flita,Informatics,1996,2016,8818566911432
2987,Konstance,Grimbly,Chemistry,1997,2019,3092575861757
2988,Katharina,Freddi,Informatics,1996,2021,4826480702535
2989,Codie,Jagir,Informatics,1999,2023,7034890045326
2990,Beatriz,Noman,Mathematics,1995,2018,2997347885395
2991,Cassandra,Ethban,Chemistry,1998,2023,8267850665330
2992,Edith,Genna,Informatics,2001,2015,7691110201132
2993,Carolina,Kolnick,Chemistry,1999,2021,8260896249332
2994,Jenilee,Laverne,Informatics,1996,2015,8174804037688
2995,Karena,Imelida,Informatics,2003,2022,6345743300418
2996,Pierette,Darrell,Mathematics,2003,2015,5546680378439
2997,Ottilie,Roarke,Informatics,2004,2018,6900361821871
2998,Corly,Laurianne,Informatics,1999,2021,3742925857018
2999,Janeczka,Darrell,Mathematics,1999,2014,8613787479360
3000,Darlleen,McGrody,Chemistry,1999,2019,4664017536249
3001,Gretal,Orelee,Mathematics,1996,2020,8226517998429
3002,Heddie,Weinreb,Physics,1995,2016,8246158228301
3003,Yolane,Corabella,Mathematics,1995,2019,7709627760807
3004,Lelah,Fancie,Chemistry,2004,2022,2455731552511
3005,Marline,Christal,Mathematics,1995,2020,8060158997929
3006,Viki,Karl,Chemistry,1996,2017,6504941907998
3007,Meriel,Faso,Informatics,1995,2014,4242578322089
3008,Margalo,Janith,Chemistry,2004,2014,7898531311072
3009,Deirdre,Weide,Chemistry,2003,2015,7525582032823
3010,Beverley,Lowry,Mathematics,2002,2021,5983675611195
3011,Ira,Edison,Mathematics,2004,2020,3388254815367
3012,Lonnie,Sekofski,Chemistry,2004,2015,7252389939857
3013,Zsa Zsa,Ventre,Mathematics,2002,2015,3009665754216
3014,Estell,Douglass,Physics,1996,2022,8238437285242
3015,Gabi,Persse,Mathematics,2004,2021,8717968131645
3016,Averyl,Parette,Informatics,2003,2020,6021084967870
3017,Louella,Bergman,Physics,2003,2021,2888664532496
3018,Edee,Graig,Mathematics,1999,2021,4802563931379
3019,Elvira,Kinnard,Chemistry,1996,2022,5820817059379
3020,Collen,Tryck,Mathematics,2003,2018,3671132798649
3021,Georgina,Pearse,Physics,2001,2019,6768606834110
3022,Sam,LaRue,Informatics,1997,2021,4983811533928
3023,Viki,Ledah,Mathematics,1996,2015,6862359788825
3024,Micheline,Cavan,Mathematics,1997,2023,5707247031545
3025,Blake,Kaja,Mathematics,1995,2022,5612134835172
3026,Christy,Jacobah,Chemistry,1995,2018,3233290322600
3027,Ann-Marie,Greenwald,Informatics,2000,2017,6440202934667
3028,Di,Ardeha,Physics,1997,2019,8317095697180
3029,Nanete,Goddard,Informatics,1999,2021,4491990125762
3030,Claudina,Constancy,Chemistry,2004,2016,3030480840052
3031,Kristan,Sharl,Informatics,1995,2018,8592807396695
3032,Calla,Adrienne,Mathematics,1998,2019,8191759856310
3033,Collen,Simmonds,Chemistry,1996,2014,2973368461974
3034,Xylina,Jenness,Informatics,1997,2014,2651718210296
3035,Gianina,Buttaro,Informatics,2003,2015,4768282383707
3036,Chloris,Read,Informatics,2001,2021,4176093873813
3037,Ardeen,Kalinda,Physics,2002,2023,6347923921181
3038,Jeanna,Lacombe,Mathematics,1998,2022,8683617156533
3039,Dianemarie,Carleen,Physics,1998,2021,3517748251481
3040,Selia,Velick,Physics,1998,2014,3303853642176
3041,Philis,Bergman,Physics,2003,2023,7238581472492
3042,Marcelline,Pelagias,Physics,2004,2018,4269204782244
3043,Nicoli,Lilas,Chemistry,2003,2015,8671069744696
3044,Kirstin,Hedve,Informatics,2002,2020,5331076247639
3045,Veda,Boehike,Informatics,1999,2017,3003952497603
3046,Fanchon,Arathorn,Chemistry,2002,2017,5584668275919
3047,Millie,Jammal,Physics,2000,2018,3067831399533
3048,Marleah,Malina,Mathematics,2002,2021,2763381451835
3049,Ana,Fry,Mathematics,2004,2022,4941516991717
3050,Lynea,Donell,Informatics,1995,2020,2883464592062
3051,Jacenta,Suanne,Informatics,1998,2016,8791163158925
3052,Lelah,Danby,Informatics,1997,2020,8011132430685
3053,Adele,Martguerita,Mathematics,1995,2023,7026982811879
3054,Tressa,Tjon,Mathematics,1997,2018,5953899590773
3055,Emma,Neva,Physics,2004,2014,8634541942880
3056,Kylynn,Raama,Physics,2000,2023,8956145156127
3057,Hettie,Jarib,Physics,1997,2016,6310339485589
3058,Perry,Berriman,Chemistry,1999,2019,4069173466603
3059,Raf,Douglass,Physics,2000,2021,7577019289279
3060,Audrie,Simmonds,Physics,2003,2016,7571653004622
3061,Demetris,Trace,Informatics,1997,2018,6718483842976
3062,Teddie,Sparhawk,Informatics,1999,2022,2672635142481
3063,Blake,Tatianas,Chemistry,1997,2014,3197526933107
3064,Clementine,Goode,Physics,1998,2019,5924948238504
3065,Lizzie,Dex,Chemistry,1995,2019,8134553276351
3066,Calla,Santoro,Informatics,1997,2022,3579774615156
3067,Doralynne,Hessler,Mathematics,1996,2017,8822034243639
3068,Krystle,Gillan,Informatics,2000,2022,8026592925239
3069,Eadie,Drus,Physics,2003,2021,4703188764347
3070,Hyacinthe,Niles,Physics,2004,2022,6877884133512
3071,Vita,Mike,Informatics,2002,2017,2768442123413
3072,Ada,Rosette,Physics,2000,2016,6943123309947
3073,Paola,Pyle,Informatics,2004,2019,6095975953427
3074,Meg,Reneta,Informatics,1998,2016,6132914664188
3075,Tori,Rheingold,Chemistry,2001,2021,3810757693329
3076,Lilith,Honoria,Informatics,1995,2021,7755915309079
3077,Shaine,Carleen,Physics,1999,2016,4920133789070
3078,Lelah,Gualtiero,Physics,2002,2019,7252527588074
3079,Shauna,Greenwald,Informatics,2002,2021,8708929882966
3080,Cassandra,Beniamino,Chemistry,2003,2015,7986308669715
3081,Lorie,Wenoa,Physics,1996,2014,5352215753435
3082,Miquela,Socha,Informatics,2004,2019,5134164755564
3083,Halette,Neils,Physics,2000,2023,2832715543087
3084,Ruthe,Amasa,Chemistry,1999,2018,5603044402300
3085,Siana,Cadmar,Mathematics,2000,2017,4090640762398
3086,Laure,Jagir,Physics,2000,2022,3061960627470
3087,Viviene,Linehan,Physics,1998,2016,5838321892632
3088,Dorice,Zenas,Physics,1999,2021,8402138558203
3089,Winny,Liva,Mathematics,2004,2017,3953174637373
3090,Ronna,Nedrud,Mathematics,2000,2021,7789380631778
3091,Ann-Marie,Fleeta,Mathematics,2004,2020,5412397980470
3092,Brynna,Brodench,Physics,1999,2021,3956629037590
3093,Peri,Horan,Physics,1999,2014,4373768625196
3094,Jany,Pettiford,Chemistry,2003,2020,3658297674374
3095,Annabela,Alfons,Chemistry,1997,2021,6820145560801
3096,Tera,Lucienne,Informatics,2001,2016,5455404434076
3097,Florie,Oscar,Mathematics,2002,2018,6241652612527
3098,Elfreda,Slifka,Chemistry,1995,2015,7872834513805
3099,Ardeen,Santoro,Chemistry,1999,2018,2231727695630
3100,Dagmar,Gabrielli,Informatics,2004,2021,3103711934357
3101,Joelly,Gaspard,Chemistry,1995,2015,7694119643931
3102,Janey,Newell,Informatics,1996,2017,3763324906171
3103,Catharine,Bergman,Informatics,1995,2020,5519681835595
3104,Lucille,Colleen,Physics,2002,2016,7447925328459
3105,Marcy,Reinke,Physics,1997,2021,4839295739773
3106,Binny,Zina,Chemistry,1996,2016,4844860237760
3107,Roz,Mandler,Informatics,2001,2023,7418680942880
3108,Florencia,Bettine,Physics,2000,2017,3287318321116
3109,Leeanne,Boycey,Mathematics,2001,2021,3390370035410
3110,Donnie,Clywd,Physics,1998,2014,5830865324963
3111,Dennie,Helve,Mathematics,2003,2016,7385429647195
3112,Merle,Pillsbury,Mathematics,2003,2015,4879923731276
3113,Janeczka,Crudden,Chemistry,2001,2020,5020695241010
3114,Frances,Terrence,Physics,2002,2014,6508715038612
3115,Chastity,Lea,Informatics,2003,2023,2525300095792
3116,Ricky,Mitzi,Mathematics,2000,2017,7060484149156
3117,Cristine,Lanita,Informatics,2003,2022,7587066254874
3118,Doralynne,Rosalba,Mathematics,2002,2018,4456736765849
3119,Lulita,Ries,Mathematics,1998,2018,8141311134901
3120,Corly,Israeli,Physics,1995,2021,8252342846622
3121,Dulcinea,Toni,Mathematics,2004,2021,7188354726787
3122,Ronna,Gibbeon,Physics,2003,2019,7062842694045
3123,Codie,Raychel,Informatics,1996,2022,3504526257502
3124,Fidelia,Tiffa,Informatics,2003,2015,4553292466609
3125,Celene,Soneson,Physics,2001,2023,3236897771988
3126,Kial,Berl,Mathematics,2004,2022,8904902667625
3127,Mara,Ferrell,Mathematics,1996,2023,3687869834406
3128,Sidoney,Carri,Informatics,2000,2019,8823658341506
3129,Ruthe,Simmonds,Mathematics,2003,2023,4531597750628
3130,Bobbi,Jarib,Physics,2000,2016,2824117507652
3131,Jordan,Delacourt,Physics,1997,2018,7598780940659
3132,Mariann,Vins,Chemistry,2004,2019,4140320341736
3133,Bettine,Alva,Physics,2004,2016,5526869912790
3134,Edee,Kiersten,Chemistry,2002,2016,5210763548705
3135,Mildrid,Hamil,Mathematics,2003,2021,2196176144011
3136,Mallory,Telfer,Chemistry,1999,2021,6509728093775
3137,Ilse,Margarete,Physics,2004,2022,2051899822686
3138,Misha,Fancie,Chemistry,1997,2019,4010096859614
3139,Kalina,Weitman,Physics,2000,2022,4905207537175
3140,Marcelline,Fairweather,Chemistry,2002,2014,3807144994855
3141,Sheree,Kolnick,Chemistry,1997,2018,3428445125924
3142,Jere,Wu,Informatics,1999,2016,7978752458065
3143,Netty,Phi,Physics,2002,2018,3854010211560
3144,Jobi,Tatianas,Physics,1998,2014,6576897099843
3145,Tierney,Flita,Mathematics,2004,2021,6836029840419
3146,Audrie,Jillane,Physics,1995,2022,2883412886674
3147,Julieta,Rheingold,Mathematics,2000,2022,7054347000436
3148,Nicoli,Barrus,Mathematics,1996,2018,8115033721674
3149,Mary,Sancho,Physics,2004,2021,3901518081154
3150,Lelah,Zenas,Informatics,2003,2015,2693897683225
3151,Glynnis,Mendez,Mathematics,1999,2017,3578500805247
3152,Glynnis,Zuzana,Physics,2001,2014,5606816726014
3153,Marita,Stefa,Chemistry,2004,2016,5074792208846
3154,Alia,Bigner,Informatics,2002,2020,6448421666441
3155,Merrie,Ludewig,Chemistry,2001,2018,7138952280055
3156,Lorie,Rhu,Chemistry,1998,2018,6336561640480
3157,Sharai,Milde,Physics,1997,2017,7871214140905
3158,Chere,Japeth,Informatics,1997,2017,6871966352732
3159,Sophia,Kenwood,Mathematics,1998,2021,2484062272995
3160,Winny,Yam,Chemistry,2003,2020,5624200920701
3161,Phylis,Louanna,Mathematics,1999,2016,6253671848134
3162,Mallory,Tacye,Chemistry,1995,2016,7047141451600
3163,Cam,Hessler,Informatics,2000,2016,2969248618356
3164,Roz,Lowry,Informatics,1999,2019,3140022604393
3165,Diena,Melleta,Mathematics,2001,2017,2666374513563
3166,Bobinette,Bendick,Chemistry,1998,2014,7838662285867
3167,Mady,Nore,Physics,1998,2017,4345510403252
3168,Mireielle,Graig,Mathematics,2001,2016,2037832855199
3169,Robbi,MacIntosh,Informatics,1995,2017,6029357418051
3170,Kerrin,Weaks,Mathematics,1995,2023,3651964346217
3171,Jany,Erich,Physics,1995,2017,5454777946336
3172,Noelle,Tybald,Informatics,2000,2023,8431291644148
3173,Aili,Roumell,Informatics,2000,2016,5829455300241
3174,Aigneis,Nahum,Physics,2003,2015,3267876037946
3175,Fernande,Ailyn,Chemistry,1996,2015,3852167966047
3176,Tani,Maisey,Chemistry,1996,2014,7073259987371
3177,Clarice,Allys,Physics,1999,2015,3648198087451
3178,Aili,Iphlgenia,Informatics,1997,2019,6558129221183
3179,Johna,Andrel,Chemistry,2004,2017,5300097902755
3180,Lusa,McCutcheon,Chemistry,2002,2020,8578642427929
3181,Atlanta,Markman,Chemistry,1999,2023,4745255509580
3182,Tami,Bigner,Physics,2004,2022,8624512301540
3183,Ileana,Carbo,Chemistry,2000,2018,4020514061747
3184,Marguerite,Romelda,Chemistry,2000,2022,2363717844676
3185,Dianemarie,McClimans,Chemistry,1997,2022,2217084324686
3186,Wileen,Jaylene,Informatics,2002,2014,6858334147633
3187,Atlanta,Rozanna,Chemistry,1997,2017,2513574371068
3188,Sean,Kannry,Mathematics,2000,2015,7295948483453
3189,Ofilia,Naor,Chemistry,2000,2017,2939261315026
3190,Evita,Kalinda,Informatics,1997,2017,6774798839265
3191,Cathie,Jacqui,Mathematics,2003,2014,3927153219219
3192,Brandise,Amadas,Mathematics,2003,2015,5809478423561
3193,Vita,Kermit,Physics,2004,2019,7540424411161
3194,Leanna,Dichy,Mathematics,2002,2020,7662361510301
3195,Sissy,Philipp,Mathematics,1996,2023,3020034985156
3196,Celisse,Yoko,Informatics,1998,2014,6853164266361
3197,Ardenia,Durante,Physics,1997,2020,3807586293063
3198,Karlee,Elsinore,Informatics,2002,2023,5656623102781
3199,Annabela,Whittaker,Mathematics,2003,2017,6084318342477
3200,Raquela,Jacinda,Physics,1999,2014,5296268727056
3201,Orsola,Kussell,Chemistry,2000,2015,7305492181022
3202,Linzy,Rocray,Mathematics,2003,2021,7011350233997
3203,Tamqrah,Arathorn,Informatics,2002,2019,2203132325534
3204,Luci,Sancho,Mathematics,1998,2020,3859200291588
3205,Belva,Bonilla,Physics,1996,2022,2320273472646
3206,Valera,Read,Chemistry,1996,2016,8997021728588
3207,Modestia,Bakerman,Physics,1999,2023,7188480039927
3208,Rebeca,Pip,Mathematics,2002,2014,5440594313808
3209,Anestassia,Bakerman,Chemistry,2003,2022,8413823311823
3210,Michaelina,Nedrud,Mathematics,2000,2019,7809001317981
3211,Vanessa,Johnsson,Physics,1999,2017,8004502230583
3212,Vanessa,Ochs,Informatics,2001,2021,3162595210820
3213,Gilda,Nisbet,Physics,1995,2017,7581491799671
3214,Tani,Dosia,Informatics,2003,2019,2942662165226
3215,Gwyneth,Ietta,Physics,1998,2015,3772112489986
3216,Queenie,Dorcy,Chemistry,2000,2018,3515152213870
3217,Donnie,Liebermann,Mathematics,2003,2014,2631359543109
3218,Merry,Klemperer,Mathematics,1997,2018,8753482892947
3219,Sherrie,Viddah,Mathematics,1996,2016,8642145449360
3220,Katuscha,Vins,Chemistry,2003,2015,4538712629027
3221,Meriel,Jotham,Chemistry,2003,2018,3975675042513
3222,Mary,Taima,Chemistry,2002,2023,6077808496559
3223,Nyssa,Land,Informatics,2002,2021,6092463968125
3224,Corene,Modie,Chemistry,2000,2023,4517364222548
3225,Joeann,Margret,Informatics,2001,2022,7914353182814
3226,Carolina,Therine,Mathematics,2004,2014,7788894301136
3227,Lauryn,Havens,Chemistry,2002,2018,4940534362146
3228,Carmencita,Dichy,Mathematics,2004,2020,6961294228662
3229,Fanny,Lacombe,Physics,2003,2022,6816123694821
3230,Cassandra,Stanwood,Chemistry,2002,2022,7778599963956
3231,Laure,Sparhawk,Informatics,1995,2016,4139620144260
3232,Adelle,Gibbeon,Informatics,1996,2021,7511845374741
3233,Lolita,Bow,Physics,1999,2019,3814007799083
3234,Annabela,Lynn,Physics,2004,2022,5024197618394
3235,Rubie,Cynar,Informatics,1995,2017,7291954060164
3236,Teriann,Sheedy,Physics,2002,2023,6523784706241
3237,Iseabal,Merna,Chemistry,1998,2018,5534403100737
3238,Adore,Trinetta,Physics,1996,2014,2048410716802
3239,Madeleine,Gaal,Physics,2003,2017,8743054446347
3240,Kore,Vorster,Informatics,1998,2022,2726653546833
3241,Ninnetta,Fadiman,Physics,2001,2019,8149476385029
3242,Lauryn,Marisa,Physics,2000,2022,7608852949126
3243,Tracey,Rosemary,Physics,1995,2014,3505941680040
3244,Arlena,Amethist,Mathematics,1998,2014,6109261953894
3245,Cristabel,Arvo,Physics,2001,2023,5573758292584
3246,Agnese,Kiersten,Chemistry,2002,2018,2777288884780
3247,Verla,Schenck,Physics,1998,2018,2607297917528
3248,Codie,Reinke,Physics,1996,2022,2113566513032
3249,Estell,Ethban,Chemistry,1997,2014,3257815846798
3250,Cassondra,Vorster,Informatics,2001,2020,3326685232475
3251,Ermengarde,Greenwald,Mathematics,1998,2020,7809600745033
3252,Trudie,Nikaniki,Mathematics,2000,2017,4200528121521
3253,Misha,Flita,Informatics,2003,2017,2736590334163
3254,Susette,Minetta,Physics,1995,2023,8612540440108
3255,Maye,Sandye,Physics,1996,2022,2388379029847
3256,Fidelia,Tremayne,Mathematics,2003,2020,2799496188220
3257,Rhea,Shelba,Informatics,2000,2016,4446253350175
3258,Jessamyn,Willie,Informatics,2004,2014,4146194558280
3259,Silvana,Naor,Physics,2000,2018,3061656361874
3260,Hermione,Elephus,Informatics,2004,2021,2892173326069
3261,Brandise,Poppy,Chemistry,2001,2016,2601862881694
3262,Lizzie,Kirstin,Informatics,1997,2014,3565221100093
3263,Belinda,Melleta,Physics,1997,2021,8329031762603
3264,Cyb,Fairweather,Physics,2003,2020,5166532105976
3265,Sean,Emmy,Mathematics,2001,2017,8373312532385
3266,Kerrin,Bates,Mathematics,2001,2015,2218283962815
3267,Ursulina,Magdalen,Physics,2002,2020,3313476491328
3268,Libbie,Wadell,Physics,2003,2016,3320141876003
3269,Sibella,Vilma,Chemistry,2003,2021,8611400395639
3270,Dotty,Mendez,Physics,2002,2016,4061895281230
3271,Kara-Lynn,Rese,Informatics,2003,2020,7797092509118
3272,Demetris,Pandolfi,Chemistry,2004,2017,8582051757146
3273,Daune,Winthorpe,Mathematics,1999,2018,6591785410386
3274,Shannah,Baudin,Physics,2003,2017,2482748567009
3275,Petronia,Zachary,Mathematics,2000,2023,7640586063754
3276,Tori,Engdahl,Chemistry,2003,2022,2216628036126
3277,Sharlene,Grimbly,Mathematics,2002,2018,2302763736575
3278,Clarice,Blake,Physics,1996,2014,3363979899820
3279,Augustine,Dermott,Chemistry,2001,2022,5407826024324
3280,Sheree,Gwenore,Physics,2001,2015,3388849984543
3281,Meg,Penelopa,Physics,1996,2016,3412011060600
3282,Patricia,Grimbly,Informatics,1999,2020,5792378511072
3283,Marline,Stephie,Physics,1996,2017,2593330836112
3284,Frances,Estella,Informatics,1995,2017,5827444730594
3285,Evita,Hedve,Chemistry,1996,2019,2277489451564
3286,Ana,Jerald,Mathematics,1999,2015,4403729166279
3287,Celestyna,Codding,Informatics,2000,2019,4872705454685
3288,Blake,Haymes,Chemistry,1998,2018,7832276284153
3289,Kittie,Viddah,Informatics,1996,2017,4678885672501
3290,Asia,Ledah,Physics,1995,2014,6076037492686
3291,Alyssa,Borrell,Chemistry,1995,2023,8777694419020
3292,Berta,Cherianne,Informatics,2001,2022,2614522085079
3293,Jan,Delila,Mathematics,2000,2019,2208800756530
3294,Halette,Romelda,Mathematics,1996,2014,2608740577966
3295,Tamqrah,Yorick,Chemistry,2000,2017,8151695389097
3296,Gabi,Anton,Informatics,1998,2023,7851698910933
3297,Celisse,Amasa,Mathematics,1995,2018,2892529457911
3298,Delilah,Hoenack,Chemistry,1998,2023,8091757811069
3299,Flo,Nance,Mathematics,2003,2014,6446017551769
3300,Lily,Belanger,Chemistry,1996,2022,7136985373239
3301,Elmira,Judye,Chemistry,2001,2018,3590420898257
3302,Minda,Hoenack,Informatics,2000,2020,4453096299622
3303,Daryl,Ruvolo,Mathematics,1996,2021,3051326462606
3304,Cyndie,Korey,Chemistry,1996,2020,4426314590604
3305,Cristabel,Skurnik,Chemistry,1999,2022,5038285285888
3306,Di,Giff,Physics,2002,2020,2785879971869
3307,Lory,Wind,Mathematics,1998,2022,2332818477654
3308,Kimmy,Whiffen,Chemistry,1995,2022,8706822546900
3309,Alyda,Salchunas,Mathematics,1995,2016,6642555864643
3310,Dorthy,Keily,Mathematics,2001,2018,8766352376213
3311,Randa,Herrera,Mathematics,1999,2020,6072222144574
3312,Ezmeralda,Cordi,Informatics,1995,2017,3487826429928
3313,Ulrike,Michella,Chemistry,1995,2023,6069243153582
3314,Alie,Kamaria,Informatics,2001,2023,6152942022206
3315,Atlanta,Kolnick,Mathematics,1997,2023,8961289441157
3316,Ethel,Forrer,Chemistry,1995,2019,8773035859649
3317,Chrystel,Fennessy,Mathematics,1995,2023,6803804318367
3318,Dennie,Sammons,Chemistry,1999,2015,5923248859433
3319,Meriel,Faso,Physics,2003,2021,6739842154913
3320,Noelle,Kimmie,Chemistry,1995,2022,8307538509066
3321,Lucille,Meter,Mathematics,1995,2016,6283820245876
3322,Philis,Ephrem,Mathematics,2003,2021,2936626324392
3323,Lita,Natica,Informatics,2001,2021,8496139086021
3324,Petronia,Rossner,Physics,1998,2023,3883232324595
3325,Justinn,Bandeen,Physics,2000,2016,2129527085615
3326,Angela,Eugenia,Chemistry,2004,2017,8074359937867
3327,Laurene,Rhu,Chemistry,1998,2015,5982657056606
3328,Melisent,Wenda,Physics,1998,2021,6598684396509
3329,Althea,Hessler,Informatics,2000,2019,8107148019195
3330,Pierette,Greenwald,Informatics,2003,2020,4523051027361
3331,Bernie,Leffen,Physics,1999,2022,2822714682691
3332,Elka,Berriman,Informatics,2000,2017,6349616686445
3333,Aurore,Obed,Informatics,1996,2020,3270071345600
3334,Suzette,Bevin,Mathematics,2003,2023,2977270366190
